city,state_name,population
Allouez,Wisconsin,14023
Anderson Creek,North Carolina,14021
Destin,Florida,14018
Wauconda,Illinois,14010
Pierre,South Dakota,14008
Forest Park,Illinois,14000
Sharonville,Ohio,13989
Beach Park,Illinois,13988
Fort Lewis,Washington,13983
Greenwood,Mississippi,13983
College Park,Georgia,13969
Roselle Park,New Jersey,13965
Teays Valley,West Virginia,13961
McPherson,Kansas,13956
McCalla,Alabama,13939
Brandermill,Virginia,13938
Rocky Point,New York,13931
Wood Dale,Illinois,13926
Forest Hill,Texas,13923
Willow Grove,Pennsylvania,13919
Urbana,Maryland,13897
Bellair-Meadowbrook Terrace,Florida,13887
Glenpool,Oklahoma,13885
Marshall,Minnesota,13880
Elfers,Florida,13877
White House,Tennessee,13875
Luling,Louisiana,13873
South Sioux City,Nebraska,13871
Westmont,New Jersey,13870
Kettering,Maryland,13866
Elk Plain,Washington,13863
Gonzalez,Florida,13861
Lyndhurst,Ohio,13854
Channahon,Illinois,13854
Sauk Rapids,Minnesota,13851
Beachwood,Ohio,13850
Coldwater,Michigan,13847
Valencia West,Arizona,13834
North Auburn,California,13833
New Franklin,Ohio,13830
Bridgetown,Ohio,13830
Bedford,Indiana,13824
Newington,Virginia,13824
Hawaiian Gardens,California,13816
Waycross,Georgia,13813
Halawa,Hawaii,13809
Lumberton,Texas,13803
Olean,New York,13798
Worthington,Minnesota,13792
Broussard,Louisiana,13791
On Top of the World Designated Place,Florida,13772
Orange City,Florida,13768
McMinnville,Tennessee,13765
Maumee,Ohio,13765
Auburn,California,13758
Snoqualmie,Washington,13750
Flower Hill,Maryland,13743
Azle,Texas,13734
Ephrata,Pennsylvania,13729
Cayce,South Carolina,13718
Isla Vista,California,13717
Plover,Wisconsin,13713
Cornelius,Oregon,13700
Marshall,Missouri,13699
Cheval,Florida,13694
Mercerville,New Jersey,13693
Royal Kunia,Hawaii,13687
East Islip,New York,13687
Shorewood,Wisconsin,13682
St. James,New York,13680
Bardstown,Kentucky,13673
East Cleveland,Ohio,13666
Beaufort,South Carolina,13660
Brecksville,Ohio,13656
Oak Park,California,13656
Lewisville,North Carolina,13655
Sunset,Florida,13652
Marion,Arkansas,13641
Carnot-Moon,Pennsylvania,13639
Grantsville,Utah,13637
Moberly,Missouri,13634
Port Neches,Texas,13627
Speedway,Indiana,13622
Seabrook,Texas,13617
Norwalk,Iowa,13610
Hockessin,Delaware,13608
Miami Springs,Florida,13606
South Charleston,West Virginia,13594
Warrensville Heights,Ohio,13585
Martinsville,Virginia,13584
Fruita,Colorado,13578
Villas,Florida,13578
New Providence,New Jersey,13577
Echelon,New Jersey,13577
Montgomeryville,Pennsylvania,13572
Groveton,Virginia,13563
New Carrollton,Maryland,13544
Powell,Tennessee,13544
Vinings,Georgia,13538
Eatontown,New Jersey,13537
Glen Carbon,Illinois,13521
Beeville,Texas,13518
King City,California,13512
Vineyard,Utah,13510
University Heights,Ohio,13508
Storrs,Connecticut,13502
Hazel Crest,Illinois,13493
Lamont,California,13481
Lake Los Angeles,California,13479
Los Alamos,New Mexico,13471
Weddington,North Carolina,13468
Troy,Missouri,13467
Asbury Lake,Florida,13465
Auburn,Indiana,13464
Irondale,Alabama,13462
Harrison,Ohio,13460
Endicott,New York,13456
Trophy Club,Texas,13454
Palmetto,Florida,13449
Kilgore,Texas,13444
Avenal,California,13441
Woodinville,Washington,13440
Lexington Park,Maryland,13419
Andrews,Texas,13416
Canton,Illinois,13408
Lincoln,Illinois,13406
Rogers,Minnesota,13405
Brock Hall,Maryland,13400
Joppatowne,Maryland,13397
Jupiter Farms,Florida,13394
Salisbury,New York,13388
Englewood,Ohio,13388
Moody,Alabama,13378
Blue Ash,Ohio,13374
Pottsville,Pennsylvania,13374
Sault Ste. Marie,Michigan,13373
Chino Valley,Arizona,13372
Washington,Pennsylvania,13361
Lake Forest Park,Washington,13356
Pell City,Alabama,13353
Western Springs,Illinois,13353
Atlantic Beach,Florida,13353
Henderson,Texas,13348
Conway,Florida,13346
Harrison,Wisconsin,13345
Nesconset,New York,13344
Steamboat Springs,Colorado,13341
Bonita,California,13336
Kingston,Pennsylvania,13333
Franklin Park,New Jersey,13327
North Fair Oaks,California,13327
Portland,Tennessee,13325
Bexley,Ohio,13324
Coatesville,Pennsylvania,13323
South Daytona,Florida,13322
Butler,Pennsylvania,13306
Trenton,Ohio,13304
Callaway,Florida,13297
Marietta,Ohio,13282
Kings Park West,Virginia,13281
Loveland,Ohio,13280
Hawaiian Paradise Park,Hawaii,13273
Sterling,Colorado,13273
Clayton,Ohio,13269
Tega Cay,South Carolina,13267
Huntington,Virginia,13250
Connersville,Indiana,13241
Fernandina Beach,Florida,13239
Star,Idaho,13231
La Grange Park,Illinois,13227
Accokeek,Maryland,13226
Waconia,Minnesota,13223
California,Maryland,13223
Newton,North Carolina,13223
Harrison,Arkansas,13217
El Sobrante,California,13206
Orangeburg,South Carolina,13189
Green Valley,Maryland,13187
Olympia Heights,Florida,13179
Lincolnwood,Illinois,13179
River Ridge,Louisiana,13170
Ridgefield Park,New Jersey,13167
Celebration,Florida,13150
Cypress Lake,Florida,13145
Webb City,Missouri,13139
Dardenne Prairie,Missouri,13137
Superior,Colorado,13136
Florham Park,New Jersey,13134
Glendale,Wisconsin,13134
Mount Vernon,Virginia,13120
Las Vegas,New Mexico,13120
Soddy-Daisy,Tennessee,13117
Lake Station,Indiana,13109
Mountain Park,Georgia,13102
Carpinteria,California,13100
Dover,Ohio,13094
Cambridge,Maryland,13094
North Palm Beach,Florida,13089
Viera East,Florida,13082
Grand Terrace,California,13069
Stoughton,Wisconsin,13063
La Grande,Oregon,13059
Claremont,New Hampshire,13054
Fords,New Jersey,13052
Palos Verdes Estates,California,13047
Linganore,Maryland,13044
Mango,Florida,13037
D'Iberville,Mississippi,13033
Tomball,Texas,13032
Smyrna,Delaware,13031
Blytheville,Arkansas,13026
Mountain Home,Arkansas,13021
Sharon,Pennsylvania,13019
Athens,Texas,13013
West Carrollton,Ohio,13008
Suamico,Wisconsin,13003
Wimauma,Florida,13003
Holly Hill,Florida,13002
Mounds View,Minnesota,12992
Festus,Missouri,12965
Miami,Oklahoma,12960
Bedford,Ohio,12960
Somerville,New Jersey,12958
Ionia,Michigan,12950
Newcastle,Washington,12945
Rochester,Michigan,12939
Avocado Heights,California,12934
Sugarland Run,Virginia,12920
Greenville,Wisconsin,12911
Waianae,Hawaii,12907
Bloomsburg,Pennsylvania,12906
Jennings,Missouri,12900
Holiday City-Berkeley,New Jersey,12896
El Dorado,Kansas,12882
Manvel,Texas,12873
Lakeland South,Washington,12869
St. Ann,Missouri,12865
Red Bank,New Jersey,12864
Neosho,Missouri,12857
Larkspur,California,12856
Pasadena Hills,Florida,12848
Byram,Mississippi,12847
Lakeside,Virginia,12845
Solana Beach,California,12841
West Monroe,Louisiana,12837
Timberlake,Virginia,12833
Cheney,Washington,12830
Santa Fe,Texas,12828
Stony Brook,New York,12827
Forrest City,Arkansas,12826
Amherst,Ohio,12796
Florida City,Florida,12791
Vadnais Heights,Minnesota,12789
Woodhaven,Michigan,12761
Branson,Missouri,12760
Emeryville,California,12756
Greenville,Ohio,12748
Gonzales,Louisiana,12748
Sandy,Oregon,12738
Manorville,New York,12737
Highland City,Florida,12732
Meadville,Pennsylvania,12723
San Anselmo,California,12711
Oatfield,Oregon,12709
Marysville,California,12703
Oakland,New Jersey,12700
Kelso,Washington,12697
Jerome,Idaho,12689
Grover Beach,California,12687
Tucson Estates,Arizona,12687
Edgewood,Washington,12683
Fostoria,Ohio,12671
Sarasota Springs,Florida,12669
Robinson,Texas,12668
Eufaula,Alabama,12664
Enumclaw,Washington,12663
Verde Village,Arizona,12662
North Adams,Massachusetts,12660
Manchester,Tennessee,12651
Claiborne,Louisiana,12647
Diamond Springs,California,12642
Wickliffe,Ohio,12639
Wilmington,Ohio,12637
Sedro-Woolley,Washington,12633
Ottawa,Kansas,12632
Minooka,Illinois,12632
Blackfoot,Idaho,12628
Paradise Valley,Arizona,12621
Saddlebrooke,Arizona,12616
Brown Deer,Wisconsin,12615
St. Marys,Pennsylvania,12612
Gaffney,South Carolina,12612
Fulton,Missouri,12611
Boiling Springs,South Carolina,12609
Riviera Beach,Maryland,12608
Lewisburg,Tennessee,12607
Melvindale,Michigan,12605
Goldenrod,Florida,12603
Lansdowne,Virginia,12603
Dunkirk,New York,12597
Guymon,Oklahoma,12596
Kingsburg,California,12589
Lantana,Texas,12583
Cloquet,Minnesota,12582
Richton Park,Illinois,12576
Ridgefield,Washington,12576
Geneva,New York,12573
Castle Pines,Colorado,12573
Lindsay,California,12572
Port Washington,Wisconsin,12569
Levelland,Texas,12565
Parker,South Carolina,12564
Union,Missouri,12560
Poquoson,Virginia,12556
Artesia,New Mexico,12555
Mendota,California,12554
Spearfish,South Dakota,12551
Cottonwood,Arizona,12547
Northlake,Illinois,12547
North Merrick,New York,12544
Rantoul,Illinois,12515
North St. Paul,Minnesota,12511
Winnetka,Illinois,12508
Ridge,New York,12506
Baraboo,Wisconsin,12506
Lake Elmo,Minnesota,12504
Lake Norman of Catawba,North Carolina,12496
Big Bear City,California,12493
Fort Atkinson,Wisconsin,12490
Cascades,Virginia,12489
Gold Canyon,Arizona,12488
Grenada,Mississippi,12484
Annapolis Neck,Maryland,12484
Garden City,Idaho,12483
Amelia,Ohio,12482
Forest,Virginia,12476
Doctor Phillips,Florida,12458
Box Elder,South Dakota,12457
Jensen Beach,Florida,12456
Boone,Iowa,12445
Liberty Lake,Washington,12435
Newington Forest,Virginia,12434
Overlea,Maryland,12430
Fortuna,California,12413
Lake City,Florida,12404
Myrtle Grove,North Carolina,12404
Borger,Texas,12398
Sylacauga,Alabama,12388
Conneaut,Ohio,12378
Escanaba,Michigan,12374
Justice,Illinois,12372
Eureka,Missouri,12371
Valley Falls,Rhode Island,12370
Patchogue,New York,12368
Tehachapi,California,12366
Lake Tapps,Washington,12360
Derby,Connecticut,12359
Manchester,Virginia,12347
West Plains,Missouri,12341
Mapleton,Utah,12340
Baker,Louisiana,12322
Cedarburg,Wisconsin,12317
Jefferson Hills,Pennsylvania,12313
Newman,California,12299
Crestwood,Missouri,12298
Fairfax Station,Virginia,12298
Webster,Texas,12283
Nanakuli,Hawaii,12282
Camp Verde,Arizona,12282
Kewanee,Illinois,12280
Upper Montclair,New Jersey,12279
San Marino,California,12279
Madison,Indiana,12277
Streator,Illinois,12274
Grafton,Wisconsin,12274
Herrin,Illinois,12271
Riverview,Michigan,12269
Crossville,Tennessee,12265
Effingham,Illinois,12258
East Renton Highlands,Washington,12241
Newcastle,Oklahoma,12238
Maili,Hawaii,12236
Beatrice,Nebraska,12233
Leeds,Alabama,12221
El Campo,Texas,12220
Choctaw,Oklahoma,12208
Rosaryville,Maryland,12206
Monfort Heights,Ohio,12203
McComb,Mississippi,12202
Gig Harbor,Washington,12202
Milford,Delaware,12193
Washington,Indiana,12192
Gardnerville Ranchos,Nevada,12185
Tamalpais-Homestead Valley,California,12153
Macedonia,Ohio,12142
Scotts Valley,California,12138
Gardere,Louisiana,12130
Richmond,Texas,12117
Big Lake,Minnesota,12115
Somerset,Kentucky,12108
Dent,Ohio,12097
Yeadon,Pennsylvania,12091
St. Peter,Minnesota,12085
Wyndham,Virginia,12084
Glen Rock,New Jersey,12082
Minnehaha,Washington,12080
Finneytown,Ohio,12079
Commerce,California,12072
New Kensington,Pennsylvania,12072
Key Largo,Florida,12069
Hasbrouck Heights,New Jersey,12067
Moss Point,Mississippi,12066
Somersworth,New Hampshire,12060
New Baltimore,Michigan,12060
Prairie Ridge,Washington,12054
Oak Grove,South Carolina,12031
Ocean Pines,Maryland,12028
Wakefield,Virginia,12024
River Edge,New Jersey,12024
Bound Brook,New Jersey,12023
Portales,New Mexico,12023
Honeygo,Maryland,12022
Hornsby Bend,Texas,12021
Westphalia,Maryland,12020
Goulds,Florida,12019
Martinsville,New Jersey,12016
Weatherford,Oklahoma,12014
Shady Hills,Florida,12012
Centralia,Illinois,12009
Fort Bliss,Texas,12009
Port Wentworth,Georgia,11997
East Bethel,Minnesota,11995
Pike Creek Valley,Delaware,11992
Archdale,North Carolina,11992
Gladstone,Oregon,11986
Woodward,Oklahoma,11976
Inwood,New York,11964
Poulsbo,Washington,11962
Red Bank,Tennessee,11960
Lanham,Maryland,11956
Fenton,Michigan,11950
Little Chute,Wisconsin,11930
South Miami,Florida,11926
Stuarts Draft,Virginia,11920
Martinsville,Indiana,11913
Show Low,Arizona,11913
Middleburg,Florida,11911
Arkansas City,Kansas,11909
Rossmoor,California,11895
Mount Sinai,New York,11876
Laurel,Florida,11868
Dranesville,Virginia,11860
Robertsville,New Jersey,11859
Elizabethtown,Pennsylvania,11857
Mountain Top,Pennsylvania,11856
Lantana,Florida,11845
Picayune,Mississippi,11839
Niles,Michigan,11838
Lawrenceburg,Kentucky,11838
Wallington,New Jersey,11825
Westview,Florida,11823
Endwell,New York,11821
Palos Heights,Illinois,11817
Middle Valley,Tennessee,11808
Richfield,Wisconsin,11806
Salem,Ohio,11805
Hartsville,Tennessee,11805
Evanston,Wyoming,11803
Vermillion,South Dakota,11800
Irmo,South Carolina,11799
Smithfield,North Carolina,11798
Sussex,Wisconsin,11795
Destrehan,Louisiana,11786
Los Alamitos,California,11784
Woodmere,Louisiana,11775
Largo,Maryland,11753
Tarrytown,New York,11752
View Park-Windsor Hills,California,11744
Miller Place,New York,11743
The Pinery,Colorado,11740
James Island,South Carolina,11738
Gulfport,Florida,11735
Lawrenceburg,Tennessee,11732
Winfield,Kansas,11731
College,Alaska,11730
Ontario,Oregon,11728
Emmaus,Pennsylvania,11727
Burley,Idaho,11721
Douglas,Georgia,11720
North Wantagh,New York,11716
Medulla,Florida,11712
Berthoud,Colorado,11684
Green River,Wyoming,11679
Bellmawr,New Jersey,11678
Friendly,Maryland,11673
Franklin,Ohio,11670
Lakeland Highlands,Florida,11669
Granbury,Texas,11665
Davenport,Florida,11660
Lower Burrell,Pennsylvania,11659
Brookhaven,Mississippi,11656
Mendota Heights,Minnesota,11644
Hamilton Square,New Jersey,11643
South Yarmouth,Massachusetts,11642
Guttenberg,New Jersey,11638
Alcoa,Tennessee,11635
University of California-Santa Barbara,California,11634
Seven Hills,Ohio,11628
Miami Shores,Florida,11627
Plano,Illinois,11626
Bucyrus,Ohio,11619
Alum Rock,California,11619
Yorktown,Indiana,11617
Spring Lake,North Carolina,11613
Georgetown,Georgia,11606
Town and Country,Missouri,11605
Minden,Louisiana,11604
Ringwood,New Jersey,11600
New Baltimore,Virginia,11595
Lindon,Utah,11594
Lakeland Village,California,11587
Wendell,North Carolina,11585
Greensburg,Indiana,11585
Norton,Ohio,11576
Covington,Louisiana,11568
Signal Hill,California,11563
West Point,Utah,11559
Crowley,Louisiana,11554
Roma,Texas,11543
Wellington,Colorado,11538
Campbellsville,Kentucky,11523
Fort Morgan,Colorado,11521
Lincolnton,North Carolina,11503
La Riviera,California,11503
Oskaloosa,Iowa,11492
Four Corners,Texas,11490
Woods Cross,Utah,11490
River Forest,Illinois,11489
Mexico,Missouri,11487
New Port Richey East,Florida,11485
Pontiac,Illinois,11483
Fort Campbell North,Kentucky,11483
Leon Valley,Texas,11479
North Valley,New Mexico,11474
Farmington,Michigan,11472
Kings Mountain,North Carolina,11472
Citrus Springs,Florida,11469
Gloucester City,New Jersey,11465
Oak Hills,Oregon,11464
Schiller Park,Illinois,11454
Half Moon Bay,California,11454
Moss Bluff,Louisiana,11451
Lovington,New Mexico,11444
Mack,Ohio,11444
Ridgefield,New Jersey,11439
Woodbury,New York,11437
Markham,Illinois,11434
Home Gardens,California,11430
Winton,California,11429
Tucson Mountains,Arizona,11428
Belgrade,Montana,11425
Lahaina,Hawaii,11423
Platteville,Wisconsin,11421
Port Lavaca,Texas,11410
Elk City,Oklahoma,11406
Wilton Manors,Florida,11403
Muscoy,California,11402
East Glenville,New York,11399
Dobbs Ferry,New York,11397
Suffern,New York,11395
Grosse Pointe Park,Michigan,11394
East Grand Rapids,Michigan,11394
Spencer,Iowa,11393
La Homa,Texas,11389
Batesville,Arkansas,11385
Oregon,Wisconsin,11384
Bridgeton,Missouri,11372
Okmulgee,Oklahoma,11370
Waihee-Waiehu,Hawaii,11369
Rancho Mission Viejo,California,11355
Cocoa Beach,Florida,11341
Fulton,New York,11339
Roessleville,New York,11327
Mitchellville,Maryland,11325
Elon,North Carolina,11325
Powdersville,South Carolina,11321
Clawson,Michigan,11314
Snyder,Texas,11310
Fountain Inn,South Carolina,11307
Selma,Texas,11302
Ravenna,Ohio,11286
Anderson,California,11282
Whitestown,Indiana,11276
Storm Lake,Iowa,11275
Healdsburg,California,11274
Triangle,Virginia,11265
Newport East,Rhode Island,11262
Ocean City,New Jersey,11260
Fredericksburg,Texas,11254
Satellite Beach,Florida,11250
Waupun,Wisconsin,11244
Lansing,Kansas,11229
North Logan,Utah,11228
Two Rivers,Wisconsin,11224
Cold Springs,Nevada,11223
Westwood,New Jersey,11221
Bayou Blue,Louisiana,11218
Forestville,Ohio,11213
Morgan City,Louisiana,11208
Brooklyn,Ohio,11203
Lowes Island,Virginia,11199
Waipio,Hawaii,11196
Petal,Mississippi,11195
Prineville,Oregon,11187
Grand Rapids,Minnesota,11186
Collegedale,Tennessee,11185
North Branch,Minnesota,11182
Monmouth,Oregon,11176
Timberlane,Louisiana,11169
Stansbury Park,Utah,11163
Wanaque,New Jersey,11162
Gloucester Point,Virginia,11159
Urbana,Ohio,11153
North Lindenhurst,New York,11153
Rincon,Georgia,11152
Taylorville,Illinois,11149
Progress,Pennsylvania,11143
Elwood,New York,11140
Travilah,Maryland,11128
Hillsborough,California,11122
Burr Ridge,Illinois,11119
Haysville,Kansas,11117
Millington,Tennessee,11117
Del Aire,California,11115
Union Park,Florida,11111
Canyon Lake,California,11107
Pleasant View,Utah,11104
Birch Bay,Washington,11103
Wyomissing,Pennsylvania,11100
Abbeville,Louisiana,11086
Middle Island,New York,11086
Sturgis,Michigan,11077
Spout Springs,North Carolina,11073
Great Neck,New York,11068
Lansdowne,Pennsylvania,11064
Fairview Shores,Florida,11064
Columbia,Illinois,11063
Marinette,Wisconsin,11060
Coshocton,Ohio,11056
Waterloo,Illinois,11055
Lake Grove,New York,11050
Danville,Indiana,11049
Barrington,Illinois,11049
Belle Chasse,Louisiana,11046
Waynesboro,Pennsylvania,11044
Grandview,Washington,11042
Union City,Tennessee,11040
Merriam,Kansas,11036
Monument,Colorado,11035
Summerfield,North Carolina,11031
Iowa Colony,Texas,11028
Holmen,Wisconsin,11027
Greentree,New Jersey,11024
Shiloh,Pennsylvania,11022
Guthrie,Oklahoma,11021
Burlington,Wisconsin,11021
Sierra Madre,California,11020
Heartland,Texas,11019
Celina,Ohio,11017
Piedmont,California,11012
Burkburnett,Texas,11012
Cherry Creek,Colorado,11011
Franklin Lakes,New Jersey,11011
Pompton Lakes,New Jersey,11010
Sun Village,California,11009
Beachwood,New Jersey,11002
North Bellport,New York,10999
Brandon,South Dakota,10996
Bolivar,Missouri,10996
Elgin,Texas,10996
Brandywine,Maryland,10989
Huntertown,Indiana,10984
Springdale,Ohio,10983
Halfway,Maryland,10974
Magnolia,Arkansas,10973
Victoria,Minnesota,10972
Quartz Hill,California,10968
Lovejoy,Georgia,10967
Grand Haven,Michigan,10966
Clayton,California,10962
Terryville,New York,10962
Port Salerno,Florida,10957
Lyndon,Kentucky,10956
Red Bank,South Carolina,10950
Little Ferry,New Jersey,10942
Malvern,Arkansas,10938
Totowa,New Jersey,10919
White City,Oregon,10913
Lowell,Indiana,10911
Fife,Washington,10902
Lincoln Park,New Jersey,10901
Summit,Illinois,10896
Troy,Illinois,10889
Damascus,Oregon,10888
Kapaa,Hawaii,10886
Tremonton,Utah,10886
Carencro,Louisiana,10882
Roscoe,Illinois,10881
Timonium,Maryland,10880
Bedford Heights,Ohio,10876
Hudson,Florida,10873
Fox Lake,Illinois,10872
Sugarmill Woods,Florida,10871
Manville,New Jersey,10870
Martin,Tennessee,10864
Canton,Mississippi,10863
Oak Ridge,New Jersey,10860
Maltby,Washington,10859
Cleveland,Mississippi,10855
Pleasanton,Texas,10854
DeForest,Wisconsin,10853
Boaz,Alabama,10847
McKee City,New Jersey,10843
Forestville,Maryland,10839
Berkley,Colorado,10838
Peru,Indiana,10835
Lake Monticello,Virginia,10820
Garden City,South Carolina,10820
Montgomery,Ohio,10816
De Witt,New York,10815
Citrus,California,10813
Riverton,Wyoming,10803
West Vero Corridor,Florida,10802
Pleasant Hill,Iowa,10796
Atchison,Kansas,10795
Bithlo,Florida,10790
Myers Corner,New York,10786
Shiloh,Ohio,10785
Russellville,Alabama,10783
Mount Kisco,New York,10782
Pineville,North Carolina,10780
Westwood Lakes,Florida,10768
Pompton Plains,New Jersey,10766
Airway Heights,Washington,10766
Kendall Park,New Jersey,10765
Vidalia,Georgia,10762
Pine Hill,New Jersey,10762
Jackson,Wyoming,10746
Lake Arrowhead,California,10746
Northbrook,Ohio,10741
Doraville,Georgia,10738
Newberry,South Carolina,10733
The Hills,New Jersey,10732
Worth,Illinois,10731
Placerville,California,10730
Scenic Oaks,Texas,10727
Saks,Alabama,10727
Sonoma,California,10726
Campton Hills,Illinois,10724
Essex Junction,Vermont,10720
Pebble Creek,Florida,10719
Morro Bay,California,10717
Van Wert,Ohio,10710
Gages Lake,Illinois,10706
Tarboro,North Carolina,10705
Fuller Heights,Florida,10697
Kearney,Missouri,10696
Felida,Washington,10695
Lexington,Nebraska,10693
Soquel,California,10691
Broomall,Pennsylvania,10684
Lenoir City,Tennessee,10681
Calimesa,California,10680
Lake Barcroft,Virginia,10678
Yorkshire,Virginia,10678
Richmond Heights,Ohio,10677
Pine Ridge,Florida,10676
Sumner,Washington,10674
Corning,New York,10666
Darby,Pennsylvania,10664
West Haverstraw,New York,10663
Clute,Texas,10650
Freeport,Texas,10639
Alachua,Florida,10638
St. Albans,West Virginia,10637
Mount Vista,Washington,10635
Potomac Park,California,10634
Munhall,Pennsylvania,10633
Mount Airy,North Carolina,10631
Fair Oaks Ranch,Texas,10630
Cottage Grove,Oregon,10630
Fairview,Oregon,10627
Memphis,Florida,10626
Chalco,Nebraska,10625
Pella,Iowa,10624
Winterville,North Carolina,10624
Santa Clara,Oregon,10623
Crestwood,Illinois,10622
Shelton,Washington,10619
Yelm,Washington,10618
Waggaman,Louisiana,10617
Bel Air,Maryland,10616
Nanticoke,Pennsylvania,10610
Le Mars,Iowa,10597
Bonham,Texas,10594
Sleepy Hollow,New York,10592
Lake Morton-Berrydale,Washington,10591
Ironton,Ohio,10585
North Lakes,Alaska,10583
Pingree Grove,Illinois,10576
Vienna,West Virginia,10575
Fairview,Texas,10570
Monroe,Wisconsin,10568
Bellefontaine Neighbors,Missouri,10562
Palatka,Florida,10558
Maryville,Missouri,10556
Smithville,Missouri,10552
Bellmead,Texas,10550
Little Canada,Minnesota,10546
Heath,Ohio,10545
Linthicum,Maryland,10545
Scotchtown,New York,10544
Bluffton,Indiana,10539
Bogalusa,Louisiana,10539
Galena Park,Texas,10527
Delhi,California,10525
New Albany,Ohio,10524
Fairmount,Colorado,10521
Raceland,Louisiana,10517
Malibu,California,10516
Riverdale,Illinois,10515
Beverly Hills,Michigan,10507
Plymouth,Indiana,10506
Excelsior Springs,Missouri,10502
Forest Acres,South Carolina,10491
Reading,Ohio,10490
Milton,Florida,10485
Cheat Lake,West Virginia,10485
Sweetwater,Texas,10484
Bastrop,Texas,10484
River Grove,Illinois,10482
White Marsh,Maryland,10480
Fort Meade,Maryland,10477
Marlton,New Jersey,10473
Española,New Mexico,10472
La Plata,Maryland,10470
Rifle,Colorado,10466
Chestnut Ridge,New York,10464
Lighthouse Point,Florida,10463
Somers Point,New Jersey,10461
Little River,South Carolina,10457
Vermilion,Ohio,10451
Rockport,Texas,10449
Garrison,Maryland,10449
Waverly,Iowa,10446
Silverton,Oregon,10445
Golden Hills,California,10445
Scaggsville,Maryland,10441
Lowell,Arkansas,10438
Warr Acres,Oklahoma,10437
Crestline,California,10431
Alexandria,Kentucky,10430
Pine Castle,Florida,10429
Camden,Arkansas,10427
Gunbarrel,Colorado,10424
Vashon,Washington,10424
Hobart,Wisconsin,10418
Flat Rock,Michigan,10418
Garden Acres,California,10417
Edwards,Colorado,10415
Waynesville,North Carolina,10408
Lake Hiawatha,New Jersey,10406
Valley,Alabama,10406
Cadillac,Michigan,10404
Blackhawk,California,10404
London,Ohio,10403
Madison Heights,Virginia,10398
Scottdale,Georgia,10398
Newport,Oregon,10393
Fair Oaks,Georgia,10392
Lyons,Illinois,10391
East Setauket,New York,10385
Flowood,Mississippi,10384
Lake Hopatcong,New Jersey,10383
Versailles,Kentucky,10382
Wabash,Indiana,10378
Progress Village,Florida,10378
Spanish Fort,Alabama,10377
East Bakersfield,California,10377
Garden City,Georgia,10375
Portage,Wisconsin,10374
Northampton,Pennsylvania,10366
Galion,Ohio,10358
Fairmont,Minnesota,10348
Tipp City,Ohio,10344
Farmersville,California,10336
New Richmond,Wisconsin,10334
Shasta Lake,California,10334
Fort Oglethorpe,Georgia,10332
Loudoun Valley Estates,Virginia,10323
Arkadelphia,Arkansas,10316
Manhattan,Illinois,10315
Wood River,Illinois,10315
Paris,Tennessee,10313
Francisville,Kentucky,10313
Rotonda,Florida,10312
Comstock Park,Michigan,10306
Valley Center,California,10303
Berwick,Pennsylvania,10291
Port Townsend,Washington,10290
Clay,Alabama,10288
Flowery Branch,Georgia,10286
Watervliet,New York,10285
East Franklin,New Jersey,10281
Exeter,California,10280
Woodlyn,Pennsylvania,10276
Loudonville,New York,10274
Alpine,Utah,10272
Yazoo City,Mississippi,10270
Highland,Illinois,10268
Meridianville,Alabama,10268
Carroll,Iowa,10261
Elkhorn,Wisconsin,10259
Vernal,Utah,10254
Franklin,Kentucky,10254
Raymondville,Texas,10243
Waimea,Hawaii,10242
Oneida,New York,10240
Atoka,Tennessee,10237
Kennett,Missouri,10236
North Bend,Oregon,10231
Marlton,Maryland,10223
Robstown,Texas,10222
Fort Madison,Iowa,10221
Blackwells Mills,New Jersey,10220
Heath,Texas,10218
Columbia,Pennsylvania,10217
Safford,Arizona,10217
Independent Hill,Virginia,10217
Sellersburg,Indiana,10215
Rainbow City,Alabama,10213
Cedartown,Georgia,10211
New Hyde Park,New York,10208
Hillcrest,California,10203
Fort Salonga,New York,10203
Difficult Run,Virginia,10202
Rolesville,North Carolina,10200
Hermantown,Minnesota,10192
La Grange,Kentucky,10188
Alpena,Michigan,10178
Baker City,Oregon,10177
Snohomish,Washington,10177
Cross Lanes,West Virginia,10172
Glenwood Springs,Colorado,10171
Alderwood Manor,Washington,10168
Molalla,Oregon,10168
Bargersville,Indiana,10163
Astoria,Oregon,10162
Coweta,Oklahoma,10157
East Rutherford,New Jersey,10154
Warrenton,Virginia,10151
Roslyn,Pennsylvania,10150
South Huntington,New York,10150
Hackettstown,New Jersey,10143
San Diego Country Estates,California,10142
Clinton,Tennessee,10141
Trumbull Center,Connecticut,10137
Rathdrum,Idaho,10133
San Elizario,Texas,10123
Cody,Wyoming,10121
Paris,Kentucky,10107
Cordele,Georgia,10107
Budd Lake,New Jersey,10106
Pike Road,Alabama,10103
Middleton,Idaho,10101
Corte Madera,California,10101
Spring Valley Lake,California,10098
Bardmoor,Florida,10095
Wood-Ridge,New Jersey,10094
Kendallville,Indiana,10094
Waldwick,New Jersey,10090
Independence,Oregon,10088
Murrells Inlet,South Carolina,10087
Hillsdale,New Jersey,10086
Airmont,New York,10082
Howell,Michigan,10074
Cairo,Georgia,10067
East Rockaway,New York,10064
Burtonsville,Maryland,10063
East Whittier,California,10061
Reedsburg,Wisconsin,10060
Cambridge,Ohio,10046
Woodburn,Virginia,10046
Brookdale,New Jersey,10044
