name;city;state;population
University Of New Mexico-Gallup Campus;Gallup;Nm;2321
Alverno College;Milwaukee;Wi;2319
City Colleges Of Chicago-Olive-Harvey College;Chicago;Il;2318
Fletcher Technical Community College;Schriever;La;2318
Grinnell College;Grinnell;Ia;2313
California College Of The Arts;San Francisco;Ca;2311
Marymount Manhattan College;New York;Ny;2311
Virginia Highlands Community College;Abingdon;Va;2301
University Of Mobile;Mobile;Al;2299
Pomona College;Claremont;Ca;2296
Lake Superior State University;Sault Ste Marie;Mi;2291
Touro University Worldwide;Los Alamitos;Ca;2290
Hopkinsville Community College;Hopkinsville;Ky;2286
United States University;San Diego;Ca;2286
Adrian College;Adrian;Mi;2285
Stratford University;Alexandria;Va;2277
Grove City College;Grove City;Pa;2277
Los Angeles Pacific University;San Dimas;Ca;2277
Methodist University;Fayetteville;Nc;2276
Kenyon College;Gambier;Oh;2276
William Jessup University;Rocklin;Ca;2275
Southwestern Assemblies Of God University;Waxahachie;Tx;2273
The University Of Virginia'S College At Wise;Wise;Va;2269
Rockingham Community College;Wentworth;Nc;2264
University Of Maine At Farmington;Farmington;Me;2260
South Georgia State College;Douglas;Ga;2259
Adventhealth University;Orlando;Fl;2259
Chesapeake College;Wye Mills;Md;2257
Snead State Community College;Boaz;Al;2256
Pima Medical Institute-Tucson;Tucson;Az;2253
Connors State College;Warner;Ok;2249
Bowling Green State University-Firelands;Huron;Oh;2246
Grand View University;Des Moines;Ia;2243
Mycomputercareer.Edu-Raleigh;Raleigh;Nc;2240
Devry University-California;Ontario;Ca;2239
Eastern Maine Community College;Bangor;Me;2237
Wofford College;Spartanburg;Sc;2237
Limestone University;Gaffney;Sc;2229
Eckerd College;Saint Petersburg;Fl;2228
Robeson Community College;Lumberton;Nc;2215
Southern State Community College;Hillsboro;Oh;2212
Arkansas State University-Newport;Newport;Ar;2210
Grace College And Theological Seminary;Winona Lake;In;2208
Kent State University At Ashtabula;Ashtabula;Oh;2207
Chipola College;Marianna;Fl;2205
Garden City Community College;Garden City;Ks;2204
Aiken Technical College;Graniteville;Sc;2202
John Wood Community College;Quincy;Il;2194
Strayer University-Pennsylvania;Trevose;Pa;2190
Ohio University-Zanesville Campus;Zanesville;Oh;2185
Pennsylvania College Of Health Sciences;Lancaster;Pa;2183
Trinity Washington University;Washington;Dc;2179
Wheaton College;Norton;Ma;2179
Asbury University;Wilmore;Ky;2175
Gallaudet University;Washington;Dc;2174
American Musical And Dramatic Academy;New York;Ny;2172
National Park College;Hot Springs;Ar;2171
Missouri State University-West Plains;West Plains;Mo;2167
Western Piedmont Community College;Morganton;Nc;2165
Wilson Community College;Wilson;Nc;2162
Big Bend Community College;Moses Lake;Wa;2162
Carl Albert State College;Poteau;Ok;2160
Midland University;Fremont;Ne;2158
Midamerica Nazarene University;Olathe;Ks;2156
Northwestern Oklahoma State University;Alva;Ok;2151
New York Film Academy;Burbank;Ca;2149
Saint Michael'S College;Colchester;Vt;2143
Allegheny College;Meadville;Pa;2143
Mansfield University Of Pennsylvania;Mansfield;Pa;2142
Ensign College;Salt Lake City;Ut;2142
Redlands Community College;El Reno;Ok;2140
Granite State College;Concord;Nh;2135
Saint Johns University;Collegeville;Mn;2134
Peru State College;Peru;Ne;2134
Oconee Fall Line Technical College;Sandersville;Ga;2126
Dominican College Of Blauvelt;Orangeburg;Ny;2126
Logan University;Chesterfield;Mo;2125
Louisiana State University Health Sciences Center-Shreveport;Shreveport;La;2123
Montana Technological University;Butte;Mt;2122
Strayer University-Florida;Tampa;Fl;2122
San Joaquin Valley College-Visalia;Visalia;Ca;2121
Fulton-Montgomery Community College;Johnstown;Ny;2119
Illinois Wesleyan University;Bloomington;Il;2118
Southwest Mississippi Community College;Summit;Ms;2117
St. Thomas Aquinas College;Sparkill;Ny;2116
Indian Capital Technology Center-Muskogee;Muskogee;Ok;2116
Carl Sandburg College;Galesburg;Il;2115
College Of Saint Benedict;Saint Joseph;Mn;2110
Bellingham Technical College;Bellingham;Wa;2110
North Carolina Wesleyan College;Rocky Mount;Nc;2102
Rend Lake College;Ina;Il;2101
Bay De Noc Community College;Escanaba;Mi;2100
Oklahoma Baptist University;Shawnee;Ok;2097
Hult International Business School;Cambridge;Ma;2091
Saint Vincent College;Latrobe;Pa;2088
Walla Walla University;College Place;Wa;2087
Ouachita Baptist University;Arkadelphia;Ar;2083
Porter And Chester Institute Of Stratford;Stratford;Ct;2081
Concord University;Athens;Wv;2080
Becker College;Worcester;Ma;2078
Brunswick Community College;Bolivia;Nc;2077
Ranken Technical College;Saint Louis;Mo;2077
The University Of The Arts;Philadelphia;Pa;2074
Mount Mercy University;Cedar Rapids;Ia;2074
Washington State Community College;Marietta;Oh;2066
Lubbock Christian University;Lubbock;Tx;2056
Minnesota State College Southeast;Winona;Mn;2055
Benedict College;Columbia;Sc;2055
Ringling College Of Art And Design;Sarasota;Fl;2055
Saint Mary'S College;Notre Dame;In;2054
University Of Sioux Falls;Sioux Falls;Sd;2053
Central Wyoming College;Riverton;Wy;2052
Friends University;Wichita;Ks;2046
College For Creative Studies;Detroit;Mi;2046
Rocky Mountain College Of Art And Design;Lakewood;Co;2046
Roseman University Of Health Sciences;Henderson;Nv;2044
King University;Bristol;Tn;2043
Feather River Community College District;Quincy;Ca;2038
South Georgia Technical College;Americus;Ga;2038
Sarah Lawrence College;Bronxville;Ny;2037
Southwestern Michigan College;Dowagiac;Mi;2034
Lim College;New York;Ny;2033
Randolph-Macon College;Ashland;Va;2032
University Of Arkansas Community College-Morrilton;Morrilton;Ar;2032
Southeastern Technical College;Vidalia;Ga;2032
Drury University;Springfield;Mo;2032
East Texas Baptist University;Marshall;Tx;2031
Stanbridge University;Irvine;Ca;2027
Cardinal Stritch University;Milwaukee;Wi;2026
Peninsula College;Port Angeles;Wa;2026
Enterprise State Community College;Enterprise;Al;2017
Marshalltown Community College;Marshalltown;Ia;2016
Albright College;Reading;Pa;2016
Saint Martin'S University;Lacey;Wa;2014
Neosho County Community College;Chanute;Ks;2014
Parker University;Dallas;Tx;2012
Lassen Community College;Susanville;Ca;2012
Suny Maritime College;Throggs Neck;Ny;2009
Albion College;Albion;Mi;2005
State Technical College Of Missouri;Linn;Mo;1997
Roberts Wesleyan College;Rochester;Ny;1995
Asbury Theological Seminary;Wilmore;Ky;1991
St. Mary'S College Of Maryland;St. Mary'S City;Md;1990
Massachusetts Maritime Academy;Buzzards Bay;Ma;1988
University Of South Carolina-Lancaster;Lancaster;Sc;1988
Touro University Nevada;Henderson;Nv;1986
Walsh College;Troy;Mi;1985
Waynesburg University;Waynesburg;Pa;1983
Dordt University;Sioux Center;Ia;1979
Lake Forest College;Lake Forest;Il;1979
Northeastern Oklahoma A&M College;Miami;Ok;1970
Wartburg College;Waverly;Ia;1966
Charter Oak State College;New Britain;Ct;1962
Lawrence University;Appleton;Wi;1960
Haverford College;Haverford;Pa;1959
Bridgewater College;Bridgewater;Va;1957
Reed College;Portland;Or;1956
Western Nebraska Community College;Scottsbluff;Ne;1954
Centenary University;Hackettstown;Nj;1951
Eastern New Mexico University-Roswell Campus;Roswell;Nm;1948
Universal Technical Institute Of Arizona Inc;Avondale;Az;1946
Missouri Valley College;Marshall;Mo;1946
Adler University;Chicago;Il;1944
Toccoa Falls College;Toccoa Falls;Ga;1943
Southwestern University;Georgetown;Tx;1942
Notre Dame College;Cleveland;Oh;1942
Tusculum University;Greeneville;Tn;1940
Valley City State University;Valley City;Nd;1930
Community College Of Beaver County;Monaca;Pa;1929
Ursinus College;Collegeville;Pa;1928
Marian University;Fond Du Lac;Wi;1919
Trinity International University-Illinois;Deerfield;Il;1918
Whittier College;Whittier;Ca;1914
North Arkansas College;Harrison;Ar;1914
Linfield University-Mcminnville Campus;Mcminnville;Or;1913
Aquinas College;Grand Rapids;Mi;1913
Thomas College;Waterville;Me;1912
Southwestern Oregon Community College;Coos Bay;Or;1910
Bloomfield College;Bloomfield;Nj;1907
West Virginia University Institute Of Technology;Beckley;Wv;1906
Northwest Iowa Community College;Sheldon;Ia;1906
Spalding University;Louisville;Ky;1902
Vermont Technical College;Randolph;Vt;1901
Des Moines University-Osteopathic Medical Center;Des Moines;Ia;1901
Frank Phillips College;Borger;Tx;1896
Ohio Wesleyan University;Delaware;Oh;1892
Bridgevalley Community & Technical College;South Charleston;Wv;1889
Lake Region State College;Devils Lake;Nd;1886
Northwest Career College;Las Vegas;Nv;1884
College Of The Ozarks;Point Lookout;Mo;1882
University Of Rio Grande;Rio Grande;Oh;1881
Sullivan County Community College;Loch Sheldrake;Ny;1877
Southern Technical College;Orlando;Fl;1875
Virginia Union University;Richmond;Va;1875
Georgetown College;Georgetown;Ky;1875
Whitman College;Walla Walla;Wa;1873
Canadian Valley Technology Center;El Reno;Ok;1872
California Institute Of Integral Studies;San Francisco;Ca;1871
Florida Institute Of Technology-Online;Melbourne;Fl;1870
Kalamazoo College;Kalamazoo;Mi;1869
Wittenberg University;Springfield;Oh;1869
Greenfield Community College;Greenfield;Ma;1867
Northwestern College;Orange City;Ia;1866
Mercy College Of Ohio;Toledo;Oh;1865
Kent State University At Salem;Salem;Oh;1863
American Career College-Los Angeles;Los Angeles;Ca;1862
Glenville State College;Glenville;Wv;1861
Atlanta Metropolitan State College;Atlanta;Ga;1860
North Central Michigan College;Petoskey;Mi;1856
Coahoma Community College;Clarksdale;Ms;1855
Oklahoma State University Center For Health Sciences;Tulsa;Ok;1854
South Florida Institute Of Technology;Miami;Fl;1851
Keuka College;Keuka Park;Ny;1851
Pittsburgh Technical College;Oakdale;Pa;1844
Lurleen B Wallace Community College;Andalusia;Al;1842
Seward County Community College;Liberal;Ks;1841
Bryant & Stratton College-Virginia Beach;Virginia Beach;Va;1841
Graceland University-Lamoni;Lamoni;Ia;1841
Chestnut Hill College;Philadelphia;Pa;1839
Anoka Technical College;Anoka;Mn;1837
Cloud County Community College;Concordia;Ks;1835
Fort Scott Community College;Fort Scott;Ks;1834
Pine Technical & Community College;Pine City;Mn;1833
Texas Lutheran University;Seguin;Tx;1832
Universal Technical Institute-Dallas Fort Worth;Irving;Tx;1824
Martinsburg College;Martinsburg;Wv;1822
Nichols College;Dudley;Ma;1822
Berkshire Community College;Pittsfield;Ma;1820
Haywood Community College;Clyde;Nc;1818
Carrington College-Sacramento;Sacramento;Ca;1817
Great Bay Community College;Portsmouth;Nh;1817
Miami University-Middletown;Middletown;Oh;1815
Pierpont Community And Technical College;Fairmont;Wv;1811
Meharry Medical College;Nashville;Tn;1808
Anna Maria College;Paxton;Ma;1806
Harris-Stowe State University;Saint Louis;Mo;1803
Vaughn College Of Aeronautics And Technology;Flushing;Ny;1801
University Of Akron Wayne College;Orrville;Oh;1799
Morehouse School Of Medicine;Atlanta;Ga;1798
Beaufort County Community College;Washington;Nc;1798
Sampson Community College;Clinton;Nc;1797
Bridgerland Technical College;Logan;Ut;1797
Eastern Mennonite University;Harrisonburg;Va;1794
Bryan College-Dayton;Dayton;Tn;1793
University Of Maine At Fort Kent;Fort Kent;Me;1790
National American University-Rapid City;Rapid City;Sd;1788
Unity College;Unity;Me;1784
Anderson University;Anderson;In;1782
North Country Community College;Saranac Lake;Ny;1781
Lincoln College Of Technology-Nashville;Nashville;Tn;1781
Southwest University At El Paso;El Paso;Tx;1781
Alma College;Alma;Mi;1781
Cedar Crest College;Allentown;Pa;1780
Rocky Vista University;Parker;Co;1778
Wilson College;Chambersburg;Pa;1776
Malone University;Canton;Oh;1772
Carteret Community College;Morehead City;Nc;1772
Belmont Abbey College;Belmont;Nc;1771
Claremont Mckenna College;Claremont;Ca;1771
Central Alabama Community College;Alexander City;Al;1771
North Central Missouri College;Trenton;Mo;1770
Juniata College;Huntingdon;Pa;1768
Grays Harbor College;Aberdeen;Wa;1767
Coe College;Cedar Rapids;Ia;1766
Manchester University;North Manchester;In;1762
Fond Du Lac Tribal And Community College;Cloquet;Mn;1762
Treasure Valley Community College;Ontario;Or;1761
Avila University;Kansas City;Mo;1761
Klamath Community College;Klamath Falls;Or;1760
Centre College;Danville;Ky;1759
Miat College Of Technology;Canton;Mi;1757
Guilford College;Greensboro;Nc;1754
New Mexico Junior College;Hobbs;Nm;1751
Wright State University-Lake Campus;Celina;Oh;1749
Edgecombe Community College;Tarboro;Nc;1746
Copper Mountain Community College;Joshua Tree;Ca;1745
Southwestern College;Winfield;Ks;1744
Southwestern Community College;Creston;Ia;1743
Kansas City University Of Medicine And Biosciences;Kansas City;Mo;1742
Loras College;Dubuque;Ia;1741
Bryant & Stratton College-Wauwatosa;Wauwatosa;Wi;1741
Otis College Of Art And Design;Los Angeles;Ca;1738
Strayer University-Alabama;Birmingham;Al;1738
Sheridan Technical College;Hollywood;Fl;1737
Oakwood University;Huntsville;Al;1733
Albertus Magnus College;New Haven;Ct;1730
Dodge City Community College;Dodge City;Ks;1730
University Of Minnesota-Morris;Morris;Mn;1729
Miles College;Fairfield;Al;1726
Rockefeller University;New York;Ny;1721
Mitchell Hamline School Of Law;Saint Paul;Mn;1720
Touro University California;Vallejo;Ca;1719
Bethel University;Mishawaka;In;1716
Tulsa Welding School-Houston;Houston;Tx;1716
H Councill Trenholm State Community College;Montgomery;Al;1714
Keystone College;La Plume;Pa;1710
Fisher College;Boston;Ma;1710
Geneva College;Beaver Falls;Pa;1705
Orange Technical College-Westside Campus;Winter Garden;Fl;1705
Reinhardt University;Waleska;Ga;1704
York County Community College;Wells;Me;1704
Dickinson State University;Dickinson;Nd;1699
Crown College;Saint Bonifacius;Mn;1699
Huntington University;Huntington;In;1695
Southeastern Community College;Whiteville;Nc;1693
Universal Technical Institute Of Texas Inc.;Houston;Tx;1691
Navajo Technical University;Crownpoint;Nm;1686
Oglethorpe University;Atlanta;Ga;1683
University Of Connecticut-Hartford Campus;Hartford;Ct;1683
Dine College;Tsaile;Az;1679
Florida Polytechnic University;Lakeland;Fl;1679
Labette Community College;Parsons;Ks;1678
Catawba College;Salisbury;Nc;1678
Brookline College-Phoenix;Phoenix;Az;1677
Northwest College;Powell;Wy;1676
Western Texas College;Snyder;Tx;1675
Trinidad State Junior College;Trinidad;Co;1673
Young Harris College;Young Harris;Ga;1673
Ohio Dominican University;Columbus;Oh;1671
Shorter University;Rome;Ga;1670
Nashua Community College;Nashua;Nh;1670
Johnson C Smith University;Charlotte;Nc;1668
College Of Our Lady Of The Elms;Chicopee;Ma;1666
The Juilliard School;New York;Ny;1663
Marietta College;Marietta;Oh;1663
West Coast University-Dallas;Dallas;Tx;1661
La Roche University;Pittsburgh;Pa;1660
Virginia Wesleyan University;Virginia Beach;Va;1660
Southern West Virginia Community And Technical College;Mount Gay;Wv;1652
Seminole State College;Seminole;Ok;1652
Gordon-Conwell Theological Seminary;South Hamilton;Ma;1651
Ameritech College-Draper;Draper;Ut;1651
University Of Maine At Presque Isle;Presque Isle;Me;1650
Kauai Community College;Lihue;Hi;1649
Milligan University;Milligan;Tn;1646
Presbyterian College;Clinton;Sc;1644
Eastern Wyoming College;Torrington;Wy;1641
California Institute Of The Arts;Valencia;Ca;1634
Moore Norman Technology Center;Norman;Ok;1633
Oakland City University;Oakland City;In;1630
Northeastern Technical College;Cheraw;Sc;1630
Trocaire College;Buffalo;Ny;1629
Lincoln College Of Technology-Denver;Denver;Co;1627
Austin College;Sherman;Tx;1625
Salus University;Elkins Park;Pa;1624
Westmont College;Santa Barbara;Ca;1623
Johnson & Wales University-Charlotte;Charlotte;Nc;1621
Alpena Community College;Alpena;Mi;1618
Columbia-Greene Community College;Hudson;Ny;1618
Montcalm Community College;Sidney;Mi;1617
Southern Wesleyan University;Central;Sc;1614
Piedmont Community College;Roxboro;Nc;1614
James Sprunt Community College;Kenansville;Nc;1610
Shaw University;Raleigh;Nc;1609
Emory & Henry College;Emory;Va;1607
Midway University;Midway;Ky;1606
Simpson College;Indianola;Ia;1605
William Penn University;Oskaloosa;Ia;1605
Converse College;Spartanburg;Sc;1602
Knox College;Galesburg;Il;1597
University Of Pittsburgh-Greensburg;Greensburg;Pa;1595
Nightingale College;Salt Lake City;Ut;1593
University Of North Carolina School Of The Arts;Winston Salem;Nc;1586
Northwest University;Kirkland;Wa;1585
Chattahoochee Valley Community College;Phenix City;Al;1583
Sofia University;Palo Alto;Ca;1582
Hartwick College;Oneonta;Ny;1581
Arkansas Northeastern College;Blytheville;Ar;1580
Saint Elizabeth University;Morristown;Nj;1580
Hope International University;Fullerton;Ca;1580
Lincoln Technical Institute-Union;Union;Nj;1578
Sauk Valley Community College;Dixon;Il;1578
Massachusetts College Of Liberal Arts;North Adams;Ma;1575
Lincoln College Of Technology-Grand Prairie;Grand Prairie;Tx;1571
American Intercontinental University-Atlanta;Atlanta;Ga;1570
Eastern Oklahoma State College;Wilburton;Ok;1569
Rockford University;Rockford;Il;1563
The University Of Montana-Western;Dillon;Mt;1563
Cossatot Community College Of The University Of Arkansas;De Queen;Ar;1563
United States Coast Guard Academy;New London;Ct;1562
Western Oklahoma State College;Altus;Ok;1562
Institute Of Technology;Clovis;Ca;1561
Pacific Oaks College;Pasadena;Ca;1561
Chamberlain University-Texas;Houston;Tx;1558
Blue Mountain Community College;Pendleton;Or;1558
University Of New Mexico-Valencia County Campus;Los Lunas;Nm;1556
Washington & Jefferson College;Washington;Pa;1553
Central College;Pella;Ia;1549
Franciscan Missionaries Of Our Lady University;Baton Rouge;La;1548
Harcum College;Bryn Mawr;Pa;1546
Bryan University;Tempe;Az;1545
George C Wallace State Community College-Selma;Selma;Al;1544
Roxbury Community College;Roxbury Crossing;Ma;1543
Mgh Institute Of Health Professions;Boston;Ma;1542
Coffeyville Community College;Coffeyville;Ks;1539
Northeast Technology Center;Pryor;Ok;1538
Black River Technical College;Pocahontas;Ar;1538
Westminster College;New Wilmington;Pa;1536
Judson University;Elgin;Il;1536
University Of South Carolina-Sumter;Sumter;Sc;1536
American Career College-Ontario;Ontario;Ca;1535
Otero Junior College;La Junta;Co;1529
Morgan Community College;Fort Morgan;Co;1528
Mount Mary University;Milwaukee;Wi;1525
Dunwoody College Of Technology;Minneapolis;Mn;1524
Tennessee College Of Applied Technology-Memphis;Memphis;Tn;1524
University Of Western States;Portland;Or;1516
University Of Texas Health Science Center At Tyler;Tyler;Tx;1515
Asnuntuck Community College;Enfield;Ct;1514
Concorde Career College-Memphis;Memphis;Tn;1513
Oklahoma Panhandle State University;Goodwell;Ok;1512
University Of Pittsburgh-Bradford;Bradford;Pa;1511
Dean College;Franklin;Ma;1511
Lourdes University;Sylvania;Oh;1508
Heidelberg University;Tiffin;Oh;1507
University Of Saint Mary;Leavenworth;Ks;1504
Highland Community College;Freeport;Il;1503
Thomas University;Thomasville;Ga;1502
Schreiner University;Kerrville;Tx;1502
Dillard University;New Orleans;La;1501
College Of The Siskiyous;Weed;Ca;1499
Quincy University;Quincy;Il;1498
Washington College;Chestertown;Md;1497
Northeastern Junior College;Sterling;Co;1493
Newberry College;Newberry;Sc;1492
Hendrix College;Conway;Ar;1492
Charles R Drew University Of Medicine And Science;Los Angeles;Ca;1490
Orange Technical College-Winter Park Campus;Winter Park;Fl;1489
Western Technical College;El Paso;Tx;1489
Southern California University Of Health Sciences;Whittier;Ca;1481
Northern New Mexico College;Espanola;Nm;1481
Columbia College;Columbia;Sc;1480
Clarendon College;Clarendon;Tx;1477
Western Dakota Technical College;Rapid City;Sd;1474
Spring Hill College;Mobile;Al;1474
Rochester University;Rochester Hills;Mi;1471
Agnes Scott College;Decatur;Ga;1468
Mountwest Community And Technical College;Huntington;Wv;1468
Cairn University-Langhorne;Langhorne;Pa;1467
Concordia University-Ann Arbor;Ann Arbor;Mi;1466
Concordia College;Bronxville;Ny;1462
Nicolet Area Technical College;Rhinelander;Wi;1458
Colby Community College;Colby;Ks;1457
Birmingham-Southern College;Birmingham;Al;1457
Helena College University Of Montana;Helena;Mt;1456
Oglala Lakota College;Kyle;Sd;1455
Arkansas State University-Mountain Home;Mountain Home;Ar;1451
Southern Careers Institute-Austin;Austin;Tx;1451
Albany College Of Pharmacy And Health Sciences;Albany;Ny;1450
Henderson Community College;Henderson;Ky;1447
Kirtland Community College;Grayling;Mi;1446
Barton College;Wilson;Nc;1445
West Virginia Northern Community College;Wheeling;Wv;1440
South Arkansas Community College;El Dorado;Ar;1439
Suncoast Technical College;Sarasota;Fl;1439
Bluefield State College;Bluefield;Wv;1438
Illinois College;Jacksonville;Il;1438
Metro Technology Centers;Oklahoma City;Ok;1436
Woodbury University;Burbank;Ca;1431
Thaddeus Stevens College Of Technology;Lancaster;Pa;1426
Wilmington College;Wilmington;Oh;1420
Universal Technical Institute Of Northern California Inc;Sacramento;Ca;1419
Northeast Ohio Medical University;Rootstown;Oh;1418
Union College;Barbourville;Ky;1416
Mills College;Oakland;Ca;1415
The College Of Idaho;Caldwell;Id;1414
Pfeiffer University;Misenheimer;Nc;1411
Corban University;Salem;Or;1411
Brooklyn Law School;Brooklyn;Ny;1411
Arkansas State University Mid-South;West Memphis;Ar;1411
Central Methodist University-College Of Liberal Arts And Sciences;Fayette;Mo;1407
Saint Mary-Of-The-Woods College;Saint Mary Of The Woods;In;1407
Spoon River College;Canton;Il;1406
Saint Augustine'S University;Raleigh;Nc;1405
Southeastern Illinois College;Harrisburg;Il;1404
Heritage University;Toppenish;Wa;1403
University Of Jamestown;Jamestown;Nd;1402
Maryville College;Maryville;Tn;1402
Wisconsin Lutheran College;Milwaukee;Wi;1401
Lycoming College;Williamsport;Pa;1400
Arkansas State University Three Rivers;Malvern;Ar;1397
Laboure College;Milton;Ma;1397
Louisiana College;Pineville;La;1396
Northwestern Health Sciences University;Bloomington;Mn;1393
University Of Arkansas Hope-Texarkana;Hope;Ar;1392
Manhattan School Of Music;New York;Ny;1391
Trinity Christian College;Palos Heights;Il;1390
Paul D Camp Community College;Franklin;Va;1389
Rocky Mountain University Of Health Professions;Provo;Ut;1388
Fontbonne University;Saint Louis;Mo;1386
The Chicago School Of Professional Psychology At Chicago;Chicago;Il;1386
Mayville State University;Mayville;Nd;1384
West Coast University-Miami;Doral;Fl;1383
Northwestern Connecticut Community College;Winsted;Ct;1382
Universal Technical Institute Of California Inc;Rancho Cucamonga;Ca;1382
Southern Virginia University;Buena Vista;Va;1382
Potomac State College Of West Virginia University;Keyser;Wv;1375
Carroll College;Helena;Mt;1375
University Of California-Hastings College Of Law;San Francisco;Ca;1374
Oregon State University-Cascades Campus;Bend;Or;1374
Frontier Community College;Fairfield;Il;1373
University Of Arkansas Community College-Batesville;Batesville;Ar;1373
United Education Institute-Morrow;Morrow;Ga;1372
Ursuline College;Pepper Pike;Oh;1372
Digipen Institute Of Technology;Redmond;Wa;1370
Holy Names University;Oakland;Ca;1368
American Career College-Anaheim;Anaheim;Ca;1368
University Of Holy Cross;New Orleans;La;1365
Mcmurry University;Abilene;Tx;1364
Nebraska Methodist College Of Nursing & Allied Health;Omaha;Ne;1364
West Virginia Wesleyan College;Buckhannon;Wv;1364
Mount Marty University;Yankton;Sd;1364
Mars Hill University;Mars Hill;Nc;1361
Goldey-Beacom College;Wilmington;De;1360
Central Technology Center;Drumright;Ok;1355
Greenville University;Greenville;Il;1354
Talladega College;Talladega;Al;1349
Scripps College;Claremont;Ca;1344
Hiram College;Hiram;Oh;1343
Shawnee Community College;Ullin;Il;1343
Palo Alto University;Palo Alto;Ca;1343
Northwest University-College Of Adult And Professional Studies;Kirkland;Wa;1339
Clarkson College;Omaha;Ne;1338
United States Merchant Marine Academy;Kings Point;Ny;1336
Ave Maria University;Ave Maria;Fl;1334
United Education Institute - Uei College - Phoenix;Phoenix;Az;1333
Flint Hills Technical College;Emporia;Ks;1331
Chamberlain University-Georgia;Atlanta;Ga;1330
New York Law School;New York;Ny;1329
Quinebaug Valley Community College;Danielson;Ct;1325
New Mexico State University-Carlsbad;Carlsbad;Nm;1325
Cooper Union For The Advancement Of Science And Art;New York;Ny;1323
North Florida College;Madison;Fl;1323
Ohio State University-Marion Campus;Marion;Oh;1322
Coker University;Hartsville;Sc;1322
Devry College Of New York;New York;Ny;1318
Fielding Graduate University;Santa Barbara;Ca;1315
Howard Payne University;Brownwood;Tx;1315
College Of Saint Mary;Omaha;Ne;1313
Tennessee College Of Applied Technology-Livingston;Livingston;Tn;1311
Phillips Community College Of The University Of Arkansas;Helena;Ar;1309
Briar Cliff University;Sioux City;Ia;1308
Beloit College;Beloit;Wi;1307
Hanover College;Hanover;In;1304
Johnson University;Knoxville;Tn;1301
Halifax Community College;Weldon;Nc;1298
Peirce College;Philadelphia;Pa;1298
Long Island Business Institute;Flushing;Ny;1297
Western Michigan University-Thomas M. Cooley Law School;Lansing;Mi;1297
North Central University;Minneapolis;Mn;1297
Southern Technical College;Fort Myers;Fl;1297
Lincoln College;Lincoln;Il;1297
Southeast Arkansas College;Pine Bluff;Ar;1296
The New England Conservatory Of Music;Boston;Ma;1296
Franklin College;Franklin;In;1294
Pratt Community College;Pratt;Ks;1292
Lane College;Jackson;Tn;1290
Apex Technical School;Long Island City;Ny;1288
Ferrum College;Ferrum;Va;1288
Uei College-Bakersfield;Bakersfield;Ca;1287
Cornell College;Mount Vernon;Ia;1286
Bastyr University;Kenmore;Wa;1285
Prescott College;Prescott;Az;1285
Columbus College Of Art And Design;Columbus;Oh;1284
Chowan University;Murfreesboro;Nc;1284
Wichita Technical Institute;Wichita;Ks;1283
Mitchell Technical College;Mitchell;Sd;1281
Tennessee Wesleyan University;Athens;Tn;1278
Mildred Elley-New York Campus;New York;Ny;1276
Lively Technical College;Tallahassee;Fl;1275
Transylvania University;Lexington;Ky;1275
Rocky Mountain College;Billings;Mt;1273
Wesley College;Dover;De;1273
University Of Health Sciences And Pharmacy In St. Louis;Saint Louis;Mo;1273
Nascar Technical Institute;Mooresville;Nc;1271
Grace Christian University;Wyoming;Mi;1267
Montreat College;Montreat;Nc;1265
California State University Maritime Academy;Vallejo;Ca;1264
Spartanburg Methodist College;Spartanburg;Sc;1264
Uintah Basin Technical College;Roosevelt;Ut;1263
Cuny Stella And Charles Guttman Community College;New York;Ny;1255
United Education Institute-Chula Vista;Chula Vista;Ca;1251
South Texas College Of Law Houston;Houston;Tx;1250
Bladen Community College;Dublin;Nc;1245
Maine Maritime Academy;Castine;Me;1245
Washburn Institute Of Technology;Topeka;Ks;1245
Great Falls College Montana State University;Great Falls;Mt;1243
Universal Technical Institute Of Illinois Inc;Lisle;Il;1242
Mcdowell Technical Community College;Marion;Nc;1240
Universal Technical Institute-Southern California;Long Beach;Ca;1238
Kent State University At East Liverpool;East Liverpool;Oh;1237
Huston-Tillotson University;Austin;Tx;1232
Pitzer College;Claremont;Ca;1231
Washington Adventist University;Takoma Park;Md;1231
Florida Memorial University;Miami Gardens;Fl;1230
Denver College Of Nursing;Denver;Co;1230
Montana State University-Northern;Havre;Mt;1229
Olivet College;Olivet;Mi;1229
Tri-County Community College;Murphy;Nc;1228
Florida Career College-Houston;Houston;Tx;1225
Hampden-Sydney College;Hampden-Sydney;Va;1225
Hunter Business School;Levittown;Ny;1225
National Holistic Institute;Emeryville;Ca;1224
Uei College-Gardena;Gardena;Ca;1223
Culver-Stockton College;Canton;Mo;1221
Dabney S Lancaster Community College;Clifton Forge;Va;1218
Naropa University;Boulder;Co;1215
Colby-Sawyer College;New London;Nh;1215
Lake Erie College;Painesville;Oh;1214
University Of Providence;Great Falls;Mt;1212
Dakota College At Bottineau;Bottineau;Nd;1207
Goshen College;Goshen;In;1205
Warner University;Lake Wales;Fl;1205
Downey Adult School;Downey;Ca;1204
West Shore Community College;Scottville;Mi;1199
Itasca Community College;Grand Rapids;Mn;1196
